,feature_image,label_image
3434,Features.532.tif,Labels.532.tif
760,Features.626.tif,Labels.626.tif
2136,Features.443.tif,Labels.443.tif
2975,Features.341.tif,Labels.341.tif
3749,Features_v2.685.tif,Labels_v2.685.tif
2540,Features.1010.tif,Labels.1010.tif
1264,Features.21.tif,Labels.21.tif
1670,Features.1024.tif,Labels.1024.tif
4150,Features_v2.598.tif,Labels_v2.598.tif
5859,Features_v2.92.tif,Labels_v2.92.tif
634,Features.714.tif,Labels.714.tif
3598,Features_v2.823.tif,Labels_v2.823.tif
113,Features.128.tif,Labels.128.tif
5143,Features_v2.382.tif,Labels_v2.382.tif
2025,Features.391.tif,Labels.391.tif
4816,Features_v2.156.tif,Labels_v2.156.tif
4270,Features_v2.603.tif,Labels_v2.603.tif
1391,Features.25.tif,Labels.25.tif
6257,Features_v2.890.tif,Labels_v2.890.tif
846,Features.529.tif,Labels.529.tif
3227,Features.958.tif,Labels.958.tif
5938,Features_v2.926.tif,Labels_v2.926.tif
4508,Features_v2.1024.tif,Labels_v2.1024.tif
4538,Features_v2.193.tif,Labels_v2.193.tif
2622,Features.39.tif,Labels.39.tif
877,Features.344.tif,Labels.344.tif
5169,Features_v2.850.tif,Labels_v2.850.tif
1900,Features.1075.tif,Labels.1075.tif
2568,Features.414.tif,Labels.414.tif
703,Features.396.tif,Labels.396.tif
1653,Features.692.tif,Labels.692.tif
1606,Features.908.tif,Labels.908.tif
4336,Features_v2.413.tif,Labels_v2.413.tif
467,Features.348.tif,Labels.348.tif
874,Features.399.tif,Labels.399.tif
539,Features.982.tif,Labels.982.tif
816,Features.1110.tif,Labels.1110.tif
710,Features.172.tif,Labels.172.tif
1830,Features.8.tif,Labels.8.tif
5325,Features_v2.69.tif,Labels_v2.69.tif
6477,Features_v2.791.tif,Labels_v2.791.tif
4225,Features_v2.868.tif,Labels_v2.868.tif
1040,Features.345.tif,Labels.345.tif
3420,Features.1225.tif,Labels.1225.tif
3849,Features_v2.877.tif,Labels_v2.877.tif
1057,Features.888.tif,Labels.888.tif
6021,Features_v2.133.tif,Labels_v2.133.tif
4064,Features_v2.714.tif,Labels_v2.714.tif
2961,Features.742.tif,Labels.742.tif
330,Features.418.tif,Labels.418.tif
365,Features.431.tif,Labels.431.tif
178,Features.225.tif,Labels.225.tif
1174,Features.156.tif,Labels.156.tif
6355,Features_v2.126.tif,Labels_v2.126.tif
6378,Features_v2.197.tif,Labels_v2.197.tif
5426,Features_v2.513.tif,Labels_v2.513.tif
5042,Features_v2.468.tif,Labels_v2.468.tif
604,Features.43.tif,Labels.43.tif
5155,Features_v2.0.tif,Labels_v2.0.tif
418,Features.402.tif,Labels.402.tif
4764,Features_v2.115.tif,Labels_v2.115.tif
5808,Features_v2.627.tif,Labels_v2.627.tif
4805,Features_v2.726.tif,Labels_v2.726.tif
5110,Features_v2.663.tif,Labels_v2.663.tif
2404,Features.290.tif,Labels.290.tif
3280,Features.501.tif,Labels.501.tif
3652,Features_v2.1023.tif,Labels_v2.1023.tif
6380,Features_v2.344.tif,Labels_v2.344.tif
953,Features.859.tif,Labels.859.tif
3782,Features_v2.418.tif,Labels_v2.418.tif
3886,Features_v2.1051.tif,Labels_v2.1051.tif
3786,Features_v2.253.tif,Labels_v2.253.tif
3935,Features_v2.360.tif,Labels_v2.360.tif
632,Features.917.tif,Labels.917.tif
3406,Features.17.tif,Labels.17.tif
799,Features.590.tif,Labels.590.tif
1982,Features.535.tif,Labels.535.tif
156,Features.1261.tif,Labels.1261.tif
1364,Features.942.tif,Labels.942.tif
3638,Features_v2.63.tif,Labels_v2.63.tif
1281,Features.1306.tif,Labels.1306.tif
5036,Features_v2.631.tif,Labels_v2.631.tif
3419,Features.559.tif,Labels.559.tif
5769,Features_v2.29.tif,Labels_v2.29.tif
5824,Features_v2.7.tif,Labels_v2.7.tif
4635,Features_v2.356.tif,Labels_v2.356.tif
2470,Features.196.tif,Labels.196.tif
651,Features.891.tif,Labels.891.tif
6459,Features_v2.586.tif,Labels_v2.586.tif
1066,Features.138.tif,Labels.138.tif
6480,Features_v2.575.tif,Labels_v2.575.tif
4504,Features_v2.426.tif,Labels_v2.426.tif
2307,Features.382.tif,Labels.382.tif
316,Features.37.tif,Labels.37.tif
1189,Features.224.tif,Labels.224.tif
5266,Features_v2.890.tif,Labels_v2.890.tif
5854,Features_v2.7.tif,Labels_v2.7.tif
3064,Features.692.tif,Labels.692.tif
236,Features.10.tif,Labels.10.tif
6455,Features_v2.841.tif,Labels_v2.841.tif
5535,Features_v2.818.tif,Labels_v2.818.tif
629,Features.777.tif,Labels.777.tif
2103,Features.317.tif,Labels.317.tif
6632,Features_v2.351.tif,Labels_v2.351.tif
919,Features.48.tif,Labels.48.tif
1083,Features.112.tif,Labels.112.tif
5108,Features_v2.183.tif,Labels_v2.183.tif
3750,Features_v2.14.tif,Labels_v2.14.tif
2845,Features.860.tif,Labels.860.tif
5156,Features_v2.1004.tif,Labels_v2.1004.tif
5071,Features_v2.757.tif,Labels_v2.757.tif
521,Features.439.tif,Labels.439.tif
1260,Features.176.tif,Labels.176.tif
5692,Features_v2.1.tif,Labels_v2.1.tif
2512,Features.257.tif,Labels.257.tif
199,Features.688.tif,Labels.688.tif
1159,Features.991.tif,Labels.991.tif
5375,Features_v2.31.tif,Labels_v2.31.tif
38,Features.178.tif,Labels.178.tif
5189,Features_v2.551.tif,Labels_v2.551.tif
1363,Features.30.tif,Labels.30.tif
4411,Features_v2.705.tif,Labels_v2.705.tif
1865,Features.538.tif,Labels.538.tif
1329,Features.675.tif,Labels.675.tif
294,Features.815.tif,Labels.815.tif
2966,Features.516.tif,Labels.516.tif
2919,Features.1029.tif,Labels.1029.tif
3990,Features_v2.352.tif,Labels_v2.352.tif
970,Features.619.tif,Labels.619.tif
47,Features.494.tif,Labels.494.tif
397,Features.296.tif,Labels.296.tif
5369,Features_v2.35.tif,Labels_v2.35.tif
1273,Features.551.tif,Labels.551.tif
664,Features.710.tif,Labels.710.tif
4519,Features_v2.652.tif,Labels_v2.652.tif
4393,Features_v2.1017.tif,Labels_v2.1017.tif
5340,Features_v2.745.tif,Labels_v2.745.tif
2519,Features.642.tif,Labels.642.tif
668,Features.1084.tif,Labels.1084.tif
3921,Features_v2.217.tif,Labels_v2.217.tif
2081,Features.879.tif,Labels.879.tif
1864,Features.379.tif,Labels.379.tif
901,Features.326.tif,Labels.326.tif
5004,Features_v2.1024.tif,Labels_v2.1024.tif
864,Features.1266.tif,Labels.1266.tif
2138,Features.742.tif,Labels.742.tif
5416,Features_v2.510.tif,Labels_v2.510.tif
293,Features.65.tif,Labels.65.tif
1142,Features.477.tif,Labels.477.tif
5019,Features_v2.485.tif,Labels_v2.485.tif
4439,Features_v2.173.tif,Labels_v2.173.tif
5182,Features_v2.538.tif,Labels_v2.538.tif
3284,Features.188.tif,Labels.188.tif
4140,Features_v2.654.tif,Labels_v2.654.tif
2988,Features.139.tif,Labels.139.tif
1433,Features.770.tif,Labels.770.tif
1961,Features.264.tif,Labels.264.tif
3870,Features_v2.574.tif,Labels_v2.574.tif
4014,Features_v2.253.tif,Labels_v2.253.tif
160,Features.557.tif,Labels.557.tif
5168,Features_v2.61.tif,Labels_v2.61.tif
3751,Features_v2.65.tif,Labels_v2.65.tif
2067,Features.616.tif,Labels.616.tif
1252,Features.103.tif,Labels.103.tif
323,Features.887.tif,Labels.887.tif
260,Features.456.tif,Labels.456.tif
6031,Features_v2.366.tif,Labels_v2.366.tif
3024,Features.897.tif,Labels.897.tif
804,Features.286.tif,Labels.286.tif
2287,Features.434.tif,Labels.434.tif
2638,Features.1299.tif,Labels.1299.tif
2740,Features.754.tif,Labels.754.tif
4293,Features_v2.989.tif,Labels_v2.989.tif
4222,Features_v2.678.tif,Labels_v2.678.tif
1774,Features.311.tif,Labels.311.tif
5576,Features_v2.378.tif,Labels_v2.378.tif
4890,Features_v2.798.tif,Labels_v2.798.tif
1185,Features.538.tif,Labels.538.tif
1629,Features.824.tif,Labels.824.tif
275,Features.94.tif,Labels.94.tif
5739,Features_v2.356.tif,Labels_v2.356.tif
2265,Features.652.tif,Labels.652.tif
5559,Features_v2.783.tif,Labels_v2.783.tif
6183,Features_v2.289.tif,Labels_v2.289.tif
3040,Features.1000.tif,Labels.1000.tif
5431,Features_v2.351.tif,Labels_v2.351.tif
1714,Features.482.tif,Labels.482.tif
1367,Features.1031.tif,Labels.1031.tif
224,Features.1094.tif,Labels.1094.tif
4604,Features_v2.669.tif,Labels_v2.669.tif
5571,Features_v2.1012.tif,Labels_v2.1012.tif
2247,Features.234.tif,Labels.234.tif
2697,Features.70.tif,Labels.70.tif
739,Features.367.tif,Labels.367.tif
4975,Features_v2.726.tif,Labels_v2.726.tif
2454,Features.991.tif,Labels.991.tif
1665,Features.569.tif,Labels.569.tif
116,Features.949.tif,Labels.949.tif
5723,Features_v2.556.tif,Labels_v2.556.tif
537,Features.1010.tif,Labels.1010.tif
2305,Features.1221.tif,Labels.1221.tif
1540,Features.256.tif,Labels.256.tif
4626,Features_v2.283.tif,Labels_v2.283.tif
5727,Features_v2.532.tif,Labels_v2.532.tif
2837,Features.281.tif,Labels.281.tif
5976,Features_v2.499.tif,Labels_v2.499.tif
3982,Features_v2.894.tif,Labels_v2.894.tif
2741,Features.322.tif,Labels.322.tif
1744,Features.757.tif,Labels.757.tif
5393,Features_v2.437.tif,Labels_v2.437.tif
6236,Features_v2.473.tif,Labels_v2.473.tif
3624,Features_v2.873.tif,Labels_v2.873.tif
2521,Features.663.tif,Labels.663.tif
4633,Features_v2.24.tif,Labels_v2.24.tif
2256,Features.33.tif,Labels.33.tif
2239,Features.110.tif,Labels.110.tif
5933,Features_v2.516.tif,Labels_v2.516.tif
6192,Features_v2.191.tif,Labels_v2.191.tif
4757,Features_v2.259.tif,Labels_v2.259.tif
5712,Features_v2.626.tif,Labels_v2.626.tif
1698,Features.764.tif,Labels.764.tif
4099,Features_v2.431.tif,Labels_v2.431.tif
6602,Features_v2.944.tif,Labels_v2.944.tif
4916,Features_v2.37.tif,Labels_v2.37.tif
1942,Features.1308.tif,Labels.1308.tif
2010,Features.937.tif,Labels.937.tif
165,Features.468.tif,Labels.468.tif
619,Features.391.tif,Labels.391.tif
6546,Features_v2.5.tif,Labels_v2.5.tif
6208,Features_v2.470.tif,Labels_v2.470.tif
2834,Features.875.tif,Labels.875.tif
1449,Features.153.tif,Labels.153.tif
4808,Features_v2.423.tif,Labels_v2.423.tif
111,Features.667.tif,Labels.667.tif
1549,Features.178.tif,Labels.178.tif
1401,Features.829.tif,Labels.829.tif
2451,Features.124.tif,Labels.124.tif
3487,Features.777.tif,Labels.777.tif
9,Features.879.tif,Labels.879.tif
5499,Features_v2.322.tif,Labels_v2.322.tif
5167,Features_v2.582.tif,Labels_v2.582.tif
6322,Features_v2.790.tif,Labels_v2.790.tif
2864,Features.793.tif,Labels.793.tif
2601,Features.198.tif,Labels.198.tif
912,Features.752.tif,Labels.752.tif
5298,Features_v2.394.tif,Labels_v2.394.tif
6115,Features_v2.467.tif,Labels_v2.467.tif
3398,Features.244.tif,Labels.244.tif
3031,Features.698.tif,Labels.698.tif
3455,Features.254.tif,Labels.254.tif
186,Features.784.tif,Labels.784.tif
2891,Features.1042.tif,Labels.1042.tif
1554,Features.898.tif,Labels.898.tif
5758,Features_v2.592.tif,Labels_v2.592.tif
1636,Features.72.tif,Labels.72.tif
3911,Features_v2.348.tif,Labels_v2.348.tif
2312,Features.181.tif,Labels.181.tif
5086,Features_v2.517.tif,Labels_v2.517.tif
442,Features.583.tif,Labels.583.tif
3276,Features.442.tif,Labels.442.tif
2044,Features.1147.tif,Labels.1147.tif
4616,Features_v2.721.tif,Labels_v2.721.tif
3761,Features_v2.139.tif,Labels_v2.139.tif
4501,Features_v2.38.tif,Labels_v2.38.tif
3879,Features_v2.347.tif,Labels_v2.347.tif
4951,Features_v2.570.tif,Labels_v2.570.tif
5898,Features_v2.604.tif,Labels_v2.604.tif
6587,Features_v2.739.tif,Labels_v2.739.tif
579,Features.158.tif,Labels.158.tif
2978,Features.445.tif,Labels.445.tif
364,Features.1045.tif,Labels.1045.tif
4141,Features_v2.591.tif,Labels_v2.591.tif
4409,Features_v2.119.tif,Labels_v2.119.tif
6277,Features_v2.1049.tif,Labels_v2.1049.tif
794,Features.282.tif,Labels.282.tif
2555,Features.812.tif,Labels.812.tif
1811,Features.1263.tif,Labels.1263.tif
4694,Features_v2.377.tif,Labels_v2.377.tif
5343,Features_v2.345.tif,Labels_v2.345.tif
3647,Features_v2.363.tif,Labels_v2.363.tif
2848,Features.206.tif,Labels.206.tif
3646,Features_v2.225.tif,Labels_v2.225.tif
5102,Features_v2.934.tif,Labels_v2.934.tif
1077,Features.280.tif,Labels.280.tif
6186,Features_v2.528.tif,Labels_v2.528.tif
2084,Features.691.tif,Labels.691.tif
3542,Features_v2.248.tif,Labels_v2.248.tif
4286,Features_v2.45.tif,Labels_v2.45.tif
4970,Features_v2.299.tif,Labels_v2.299.tif
5738,Features_v2.711.tif,Labels_v2.711.tif
1193,Features.768.tif,Labels.768.tif
292,Features.14.tif,Labels.14.tif
2701,Features.1241.tif,Labels.1241.tif
3744,Features_v2.242.tif,Labels_v2.242.tif
2769,Features.1107.tif,Labels.1107.tif
4469,Features_v2.280.tif,Labels_v2.280.tif
3900,Features_v2.1064.tif,Labels_v2.1064.tif
5477,Features_v2.649.tif,Labels_v2.649.tif
5833,Features_v2.1066.tif,Labels_v2.1066.tif
430,Features.550.tif,Labels.550.tif
5401,Features_v2.433.tif,Labels_v2.433.tif
5368,Features_v2.349.tif,Labels_v2.349.tif
5934,Features_v2.194.tif,Labels_v2.194.tif
4991,Features_v2.357.tif,Labels_v2.357.tif
4617,Features_v2.901.tif,Labels_v2.901.tif
5579,Features_v2.124.tif,Labels_v2.124.tif
2119,Features.378.tif,Labels.378.tif
4053,Features_v2.1020.tif,Labels_v2.1020.tif
4031,Features_v2.326.tif,Labels_v2.326.tif
2397,Features.511.tif,Labels.511.tif
3977,Features_v2.337.tif,Labels_v2.337.tif
3217,Features.573.tif,Labels.573.tif
2047,Features.955.tif,Labels.955.tif
5515,Features_v2.241.tif,Labels_v2.241.tif
5624,Features_v2.658.tif,Labels_v2.658.tif
6340,Features_v2.1042.tif,Labels_v2.1042.tif
2336,Features.1074.tif,Labels.1074.tif
309,Features.152.tif,Labels.152.tif
343,Features.958.tif,Labels.958.tif
861,Features.294.tif,Labels.294.tif
4856,Features_v2.1068.tif,Labels_v2.1068.tif
1694,Features.1319.tif,Labels.1319.tif
3363,Features.23.tif,Labels.23.tif
4399,Features_v2.568.tif,Labels_v2.568.tif
936,Features.371.tif,Labels.371.tif
5935,Features_v2.89.tif,Labels_v2.89.tif
4796,Features_v2.784.tif,Labels_v2.784.tif
2885,Features.398.tif,Labels.398.tif
1060,Features.355.tif,Labels.355.tif
1817,Features.662.tif,Labels.662.tif
3812,Features_v2.520.tif,Labels_v2.520.tif
1521,Features.154.tif,Labels.154.tif
5876,Features_v2.556.tif,Labels_v2.556.tif
231,Features.691.tif,Labels.691.tif
6050,Features_v2.1000.tif,Labels_v2.1000.tif
3654,Features_v2.615.tif,Labels_v2.615.tif
5872,Features_v2.782.tif,Labels_v2.782.tif
6045,Features_v2.281.tif,Labels_v2.281.tif
2139,Features.16.tif,Labels.16.tif
2655,Features.168.tif,Labels.168.tif
6063,Features_v2.129.tif,Labels_v2.129.tif
5132,Features_v2.159.tif,Labels_v2.159.tif
2065,Features.658.tif,Labels.658.tif
187,Features.615.tif,Labels.615.tif
5050,Features_v2.820.tif,Labels_v2.820.tif
5929,Features_v2.284.tif,Labels_v2.284.tif
4942,Features_v2.881.tif,Labels_v2.881.tif
5451,Features_v2.440.tif,Labels_v2.440.tif
1532,Features.156.tif,Labels.156.tif
6496,Features_v2.357.tif,Labels_v2.357.tif
1527,Features.418.tif,Labels.418.tif
5144,Features_v2.703.tif,Labels_v2.703.tif
6294,Features_v2.845.tif,Labels_v2.845.tif
5349,Features_v2.919.tif,Labels_v2.919.tif
872,Features.242.tif,Labels.242.tif
4960,Features_v2.286.tif,Labels_v2.286.tif
2683,Features.473.tif,Labels.473.tif
6101,Features_v2.939.tif,Labels_v2.939.tif
4294,Features_v2.231.tif,Labels_v2.231.tif
2297,Features.712.tif,Labels.712.tif
6144,Features_v2.849.tif,Labels_v2.849.tif
5908,Features_v2.379.tif,Labels_v2.379.tif
267,Features.505.tif,Labels.505.tif
1312,Features.1071.tif,Labels.1071.tif
6249,Features_v2.311.tif,Labels_v2.311.tif
5767,Features_v2.419.tif,Labels_v2.419.tif
1997,Features.585.tif,Labels.585.tif
6541,Features_v2.323.tif,Labels_v2.323.tif
1975,Features.842.tif,Labels.842.tif
4407,Features_v2.602.tif,Labels_v2.602.tif
215,Features.116.tif,Labels.116.tif
3983,Features_v2.458.tif,Labels_v2.458.tif
3289,Features.901.tif,Labels.901.tif
6246,Features_v2.927.tif,Labels_v2.927.tif
2301,Features.828.tif,Labels.828.tif
1775,Features.361.tif,Labels.361.tif
2036,Features.441.tif,Labels.441.tif
6539,Features_v2.109.tif,Labels_v2.109.tif
406,Features.380.tif,Labels.380.tif
31,Features.932.tif,Labels.932.tif
5220,Features_v2.771.tif,Labels_v2.771.tif
4518,Features_v2.990.tif,Labels_v2.990.tif
4455,Features_v2.798.tif,Labels_v2.798.tif
3158,Features.934.tif,Labels.934.tif
1109,Features.969.tif,Labels.969.tif
1047,Features.27.tif,Labels.27.tif
4450,Features_v2.695.tif,Labels_v2.695.tif
4331,Features_v2.875.tif,Labels_v2.875.tif
707,Features.96.tif,Labels.96.tif
3663,Features_v2.985.tif,Labels_v2.985.tif
1018,Features.739.tif,Labels.739.tif
4573,Features_v2.768.tif,Labels_v2.768.tif
5385,Features_v2.673.tif,Labels_v2.673.tif
4035,Features_v2.462.tif,Labels_v2.462.tif
6457,Features_v2.792.tif,Labels_v2.792.tif
3491,Features.571.tif,Labels.571.tif
3690,Features_v2.785.tif,Labels_v2.785.tif
6017,Features_v2.823.tif,Labels_v2.823.tif
5917,Features_v2.97.tif,Labels_v2.97.tif
4598,Features_v2.800.tif,Labels_v2.800.tif
1960,Features.890.tif,Labels.890.tif
2452,Features.819.tif,Labels.819.tif
5458,Features_v2.950.tif,Labels_v2.950.tif
6569,Features_v2.204.tif,Labels_v2.204.tif
1385,Features.258.tif,Labels.258.tif
3641,Features_v2.636.tif,Labels_v2.636.tif
1702,Features.1260.tif,Labels.1260.tif
2300,Features.810.tif,Labels.810.tif
1065,Features.964.tif,Labels.964.tif
2585,Features.58.tif,Labels.58.tif
3594,Features_v2.721.tif,Labels_v2.721.tif
3827,Features_v2.982.tif,Labels_v2.982.tif
5756,Features_v2.122.tif,Labels_v2.122.tif
3318,Features.147.tif,Labels.147.tif
2174,Features.682.tif,Labels.682.tif
4523,Features_v2.972.tif,Labels_v2.972.tif
2450,Features.875.tif,Labels.875.tif
633,Features.1056.tif,Labels.1056.tif
917,Features.1150.tif,Labels.1150.tif
1919,Features.255.tif,Labels.255.tif
5889,Features_v2.833.tif,Labels_v2.833.tif
1247,Features.283.tif,Labels.283.tif
1149,Features.763.tif,Labels.763.tif
5987,Features_v2.866.tif,Labels_v2.866.tif
118,Features.1258.tif,Labels.1258.tif
4708,Features_v2.585.tif,Labels_v2.585.tif
191,Features.689.tif,Labels.689.tif
881,Features.402.tif,Labels.402.tif
5540,Features_v2.266.tif,Labels_v2.266.tif
4848,Features_v2.542.tif,Labels_v2.542.tif
3897,Features_v2.808.tif,Labels_v2.808.tif
5574,Features_v2.445.tif,Labels_v2.445.tif
6029,Features_v2.159.tif,Labels_v2.159.tif
3874,Features_v2.329.tif,Labels_v2.329.tif
4468,Features_v2.843.tif,Labels_v2.843.tif
4016,Features_v2.151.tif,Labels_v2.151.tif
1007,Features.721.tif,Labels.721.tif
2137,Features.283.tif,Labels.283.tif
3702,Features_v2.365.tif,Labels_v2.365.tif
4817,Features_v2.722.tif,Labels_v2.722.tif
2310,Features.497.tif,Labels.497.tif
1034,Features.1068.tif,Labels.1068.tif
1019,Features.1140.tif,Labels.1140.tif
1821,Features.329.tif,Labels.329.tif
2627,Features.312.tif,Labels.312.tif
3481,Features.351.tif,Labels.351.tif
5820,Features_v2.157.tif,Labels_v2.157.tif
2162,Features.531.tif,Labels.531.tif
2745,Features.227.tif,Labels.227.tif
4684,Features_v2.1071.tif,Labels_v2.1071.tif
5187,Features_v2.990.tif,Labels_v2.990.tif
1515,Features.169.tif,Labels.169.tif
2670,Features.32.tif,Labels.32.tif
4187,Features_v2.789.tif,Labels_v2.789.tif
5029,Features_v2.764.tif,Labels_v2.764.tif
5899,Features_v2.308.tif,Labels_v2.308.tif
2379,Features.814.tif,Labels.814.tif
1621,Features.286.tif,Labels.286.tif
1302,Features.162.tif,Labels.162.tif
1286,Features.840.tif,Labels.840.tif
3881,Features_v2.986.tif,Labels_v2.986.tif
4301,Features_v2.826.tif,Labels_v2.826.tif
2548,Features.165.tif,Labels.165.tif
5256,Features_v2.787.tif,Labels_v2.787.tif
2543,Features.920.tif,Labels.920.tif
4576,Features_v2.942.tif,Labels_v2.942.tif
1993,Features.1055.tif,Labels.1055.tif
3888,Features_v2.583.tif,Labels_v2.583.tif
1926,Features.553.tif,Labels.553.tif
2602,Features.968.tif,Labels.968.tif
4631,Features_v2.103.tif,Labels_v2.103.tif
4098,Features_v2.80.tif,Labels_v2.80.tif
2186,Features.997.tif,Labels.997.tif
4653,Features_v2.44.tif,Labels_v2.44.tif
4782,Features_v2.314.tif,Labels_v2.314.tif
3890,Features_v2.420.tif,Labels_v2.420.tif
6223,Features_v2.981.tif,Labels_v2.981.tif
155,Features.262.tif,Labels.262.tif
5262,Features_v2.968.tif,Labels_v2.968.tif
3243,Features.815.tif,Labels.815.tif
5522,Features_v2.330.tif,Labels_v2.330.tif
4033,Features_v2.866.tif,Labels_v2.866.tif
4712,Features_v2.508.tif,Labels_v2.508.tif
2690,Features.259.tif,Labels.259.tif
1699,Features.584.tif,Labels.584.tif
4924,Features_v2.871.tif,Labels_v2.871.tif
656,Features.150.tif,Labels.150.tif
437,Features.411.tif,Labels.411.tif
3066,Features.605.tif,Labels.605.tif
5339,Features_v2.118.tif,Labels_v2.118.tif
1505,Features.1068.tif,Labels.1068.tif
3146,Features.1092.tif,Labels.1092.tif
1470,Features.238.tif,Labels.238.tif
4453,Features_v2.199.tif,Labels_v2.199.tif
3665,Features_v2.602.tif,Labels_v2.602.tif
5944,Features_v2.580.tif,Labels_v2.580.tif
2226,Features.1216.tif,Labels.1216.tif
1945,Features.977.tif,Labels.977.tif
5152,Features_v2.433.tif,Labels_v2.433.tif
5684,Features_v2.662.tif,Labels_v2.662.tif
671,Features.80.tif,Labels.80.tif
5177,Features_v2.546.tif,Labels_v2.546.tif
2378,Features.1051.tif,Labels.1051.tif
3988,Features_v2.268.tif,Labels_v2.268.tif
5014,Features_v2.279.tif,Labels_v2.279.tif
2034,Features.818.tif,Labels.818.tif
5567,Features_v2.828.tif,Labels_v2.828.tif
4408,Features_v2.721.tif,Labels_v2.721.tif
1613,Features.779.tif,Labels.779.tif
3794,Features_v2.870.tif,Labels_v2.870.tif
5366,Features_v2.1041.tif,Labels_v2.1041.tif
6009,Features_v2.336.tif,Labels_v2.336.tif
3366,Features.567.tif,Labels.567.tif
2890,Features.1156.tif,Labels.1156.tif
5940,Features_v2.921.tif,Labels_v2.921.tif
5291,Features_v2.55.tif,Labels_v2.55.tif
6330,Features_v2.439.tif,Labels_v2.439.tif
2024,Features.69.tif,Labels.69.tif
6127,Features_v2.30.tif,Labels_v2.30.tif
5699,Features_v2.948.tif,Labels_v2.948.tif
4104,Features_v2.610.tif,Labels_v2.610.tif
1995,Features.806.tif,Labels.806.tif
2473,Features.532.tif,Labels.532.tif
6517,Features_v2.708.tif,Labels_v2.708.tif
4841,Features_v2.5.tif,Labels_v2.5.tif
4907,Features_v2.74.tif,Labels_v2.74.tif
1192,Features.303.tif,Labels.303.tif
3359,Features.302.tif,Labels.302.tif
5160,Features_v2.490.tif,Labels_v2.490.tif
6413,Features_v2.263.tif,Labels_v2.263.tif
4832,Features_v2.874.tif,Labels_v2.874.tif
3145,Features.883.tif,Labels.883.tif
2773,Features.823.tif,Labels.823.tif
3167,Features.634.tif,Labels.634.tif
4701,Features_v2.127.tif,Labels_v2.127.tif
352,Features.1000.tif,Labels.1000.tif
2511,Features.738.tif,Labels.738.tif
1828,Features.417.tif,Labels.417.tif
2068,Features.646.tif,Labels.646.tif
1210,Features.542.tif,Labels.542.tif
3268,Features.79.tif,Labels.79.tif
221,Features.256.tif,Labels.256.tif
13,Features.315.tif,Labels.315.tif
679,Features.610.tif,Labels.610.tif
4997,Features_v2.1046.tif,Labels_v2.1046.tif
1916,Features.795.tif,Labels.795.tif
4247,Features_v2.953.tif,Labels_v2.953.tif
2237,Features.879.tif,Labels.879.tif
729,Features.1116.tif,Labels.1116.tif
2448,Features.6.tif,Labels.6.tif
2805,Features.596.tif,Labels.596.tif
1152,Features.244.tif,Labels.244.tif
5493,Features_v2.468.tif,Labels_v2.468.tif
3338,Features.357.tif,Labels.357.tif
1695,Features.496.tif,Labels.496.tif
6613,Features_v2.702.tif,Labels_v2.702.tif
2846,Features.134.tif,Labels.134.tif
2895,Features.806.tif,Labels.806.tif
3211,Features.344.tif,Labels.344.tif
5773,Features_v2.686.tif,Labels_v2.686.tif
3311,Features.230.tif,Labels.230.tif
3548,Features_v2.693.tif,Labels_v2.693.tif
2198,Features.1040.tif,Labels.1040.tif
6581,Features_v2.552.tif,Labels_v2.552.tif
2405,Features.727.tif,Labels.727.tif
2986,Features.1195.tif,Labels.1195.tif
709,Features.646.tif,Labels.646.tif
3631,Features_v2.795.tif,Labels_v2.795.tif
4675,Features_v2.162.tif,Labels_v2.162.tif
1853,Features.59.tif,Labels.59.tif
3260,Features.406.tif,Labels.406.tif
413,Features.932.tif,Labels.932.tif
1446,Features.1119.tif,Labels.1119.tif
6240,Features_v2.869.tif,Labels_v2.869.tif
689,Features.109.tif,Labels.109.tif
4415,Features_v2.1069.tif,Labels_v2.1069.tif
5090,Features_v2.173.tif,Labels_v2.173.tif
4008,Features_v2.922.tif,Labels_v2.922.tif
4964,Features_v2.779.tif,Labels_v2.779.tif
1893,Features.778.tif,Labels.778.tif
4956,Features_v2.272.tif,Labels_v2.272.tif
5145,Features_v2.200.tif,Labels_v2.200.tif
4858,Features_v2.519.tif,Labels_v2.519.tif
5588,Features_v2.637.tif,Labels_v2.637.tif
3176,Features.446.tif,Labels.446.tif
4745,Features_v2.315.tif,Labels_v2.315.tif
4275,Features_v2.965.tif,Labels_v2.965.tif
1075,Features.1035.tif,Labels.1035.tif
2096,Features.443.tif,Labels.443.tif
844,Features.719.tif,Labels.719.tif
3706,Features_v2.323.tif,Labels_v2.323.tif
4307,Features_v2.907.tif,Labels_v2.907.tif
5671,Features_v2.1067.tif,Labels_v2.1067.tif
5556,Features_v2.607.tif,Labels_v2.607.tif
1324,Features.61.tif,Labels.61.tif
4974,Features_v2.72.tif,Labels_v2.72.tif
5129,Features_v2.1008.tif,Labels_v2.1008.tif
4445,Features_v2.350.tif,Labels_v2.350.tif
2031,Features.707.tif,Labels.707.tif
2821,Features.951.tif,Labels.951.tif
1871,Features.1017.tif,Labels.1017.tif
2742,Features.778.tif,Labels.778.tif
655,Features.155.tif,Labels.155.tif
5205,Features_v2.500.tif,Labels_v2.500.tif
1168,Features.521.tif,Labels.521.tif
6134,Features_v2.967.tif,Labels_v2.967.tif
5990,Features_v2.462.tif,Labels_v2.462.tif
1128,Features.1009.tif,Labels.1009.tif
5060,Features_v2.141.tif,Labels_v2.141.tif
